index,id,name,name.1,rating,rating_count,type_id,price,acidity,intensity,sweetness,tannin,style_name,style_grapes
715,154273057,Peter Mertes Müller-Thurgau Trocken 2017,Müller-Thurgau Trocken,3.4,65,2,3.18,2.8804908,2.3122084,1.646319,0.0,German Müller Thurgau,"[{'id': 241, 'name': 'Müller-Thurgau', 'seo_name': 'muller-thurgau', 'has_detailed_info': False, 'wines_count': 15871}]"
720,149841425,Thörle Saulheimer Silvaner Kalkstein 2016,Saulheimer Silvaner Kalkstein,3.9,63,2,25.01,3.579699,2.6007228,1.3959438,0.0,German Silvaner,"[{'id': 252, 'name': 'Silvaner', 'seo_name': 'silvaner', 'has_detailed_info': False, 'wines_count': 13779}]"
732,6019332,Julius Silvaner 2012,Silvaner,3.5,61,2,18.17,3.6688378,2.5815597,1.4281958,0.0,German Silvaner,"[{'id': 252, 'name': 'Silvaner', 'seo_name': 'silvaner', 'has_detailed_info': False, 'wines_count': 13779}]"
736,160957337,Winemood Urban White 2017,Urban White,3.1,60,2,0.0,3.3576314,2.6965790000000003,1.3278947,0.0,German Chardonnay,"[{'id': 5, 'name': 'Chardonnay', 'seo_name': 'chardonnay', 'has_detailed_info': True, 'wines_count': 538420}]"
744,151596224,Silvaner Trocken 2016,Silvaner Trocken,3.0,59,2,3.56,3.593,2.4798334,1.2406667,0.0,German Silvaner,"[{'id': 252, 'name': 'Silvaner', 'seo_name': 'silvaner', 'has_detailed_info': False, 'wines_count': 13779}]"
746,147543272,Thörle Réserve Chardonnay 2016,Réserve Chardonnay,4.0,59,2,34.87,3.5749896,3.3405707,1.51389,0.0,German Chardonnay,"[{'id': 5, 'name': 'Chardonnay', 'seo_name': 'chardonnay', 'has_detailed_info': True, 'wines_count': 538420}]"
748,74723806,Land Lust Silvaner - Weisser Burgunder Trocken 2015,Silvaner - Weisser Burgunder Trocken,3.5,59,2,5.84,3.2455385,2.3846154,1.2975385,0.0,German Silvaner,"[{'id': 252, 'name': 'Silvaner', 'seo_name': 'silvaner', 'has_detailed_info': False, 'wines_count': 13779}]"
753,156612571,Sander Sauvignon Blanc 2017,Sauvignon Blanc,3.9,58,2,12.73,4.545294,2.5007238,1.2432127,0.0,German Sauvignon Blanc,"[{'id': 17, 'name': 'Sauvignon Blanc', 'seo_name': 'sauvignon-blanc', 'has_detailed_info': True, 'wines_count': 259404}]"
756,159919749,Julia Schittler Chardonnay Trocken 2018,Chardonnay Trocken,4.0,58,2,0.0,3.53971,3.036522,1.567826,0.0,German Chardonnay,"[{'id': 5, 'name': 'Chardonnay', 'seo_name': 'chardonnay', 'has_detailed_info': True, 'wines_count': 538420}]"
765,147226956,Dreissigacker Organic Silvaner 2015,Organic Silvaner,3.6,58,2,15.22,3.6994145,2.4836936,1.2099098999999998,0.0,German Silvaner,"[{'id': 252, 'name': 'Silvaner', 'seo_name': 'silvaner', 'has_detailed_info': False, 'wines_count': 13779}]"
769,163196796,Hauck Kunststuck 2019,Kunststuck,3.6,57,2,11.45,3.6164558,2.2670887000000004,1.0911392,0.0,German Silvaner,"[{'id': 252, 'name': 'Silvaner', 'seo_name': 'silvaner', 'has_detailed_info': False, 'wines_count': 13779}]"
773,149339369,Rheinhessen Trocken Dornfelder 2016,Rheinhessen Trocken Dornfelder,2.7,58,1,3.86,3.0,3.0,1.0,3.0454545,German Dornfelder,"[{'id': 138, 'name': 'Dornfelder', 'seo_name': 'dornfelder', 'has_detailed_info': False, 'wines_count': 17433}]"
783,7598500,Friedrich Hegel Grauburgunder - Weissburgunder 2013,Friedrich Hegel Grauburgunder - Weissburgunder,3.2,58,2,3.54,4.09191,2.9250565,1.0,0.0,German Pinot Blanc,"[{'id': 36, 'name': 'Pinot Blanc', 'seo_name': 'pinot-blanc', 'has_detailed_info': False, 'wines_count': 44322}]"
794,154913566,Dr. Zenzen Pinot Blanc Feinherb 2016,Pinot Blanc Feinherb,4.2,54,2,10.34,4.0768366,3.18,1.6933675,0.0,German Pinot Blanc,"[{'id': 36, 'name': 'Pinot Blanc', 'seo_name': 'pinot-blanc', 'has_detailed_info': False, 'wines_count': 44322}]"
803,5049290,Ewald Theod Drathen Liebfraumilch 2013,Liebfraumilch,3.7,53,2,6.94,3.509646,2.479469,2.7371683,0.0,German Silvaner,"[{'id': 252, 'name': 'Silvaner', 'seo_name': 'silvaner', 'has_detailed_info': False, 'wines_count': 13779}]"
826,17747268,Steitz & Beck Edition Silvaner 2014,Edition Silvaner,3.3,51,2,7.7,3.5,2.5,1.0,0.0,German Silvaner,"[{'id': 252, 'name': 'Silvaner', 'seo_name': 'silvaner', 'has_detailed_info': False, 'wines_count': 13779}]"
828,153271388,Dr. Koehler Pfandturm Sauvignon Blanc 2017,Pfandturm Sauvignon Blanc,3.7,51,2,21.13,4.4203672,2.440367,1.0825688,0.0,German Sauvignon Blanc,"[{'id': 17, 'name': 'Sauvignon Blanc', 'seo_name': 'sauvignon-blanc', 'has_detailed_info': True, 'wines_count': 259404}]"
830,162277744,Russbach Sauvignon Blanc Trocken 2019,Sauvignon Blanc Trocken,4.2,51,2,11.66,4.5426927,2.2666667,1.360641,0.0,German Sauvignon Blanc,"[{'id': 17, 'name': 'Sauvignon Blanc', 'seo_name': 'sauvignon-blanc', 'has_detailed_info': True, 'wines_count': 259404}]"
840,22171482,Wittmann 100 Hügel Weißer Burgunder Trocken (100 Hills Pinot Blanc Dry) 2015,100 Hügel Weißer Burgunder Trocken (100 Hills Pinot Blanc Dry),3.6,49,2,39.0,3.9979155,2.9759202,1.4133481,0.0,German Pinot Blanc,"[{'id': 36, 'name': 'Pinot Blanc', 'seo_name': 'pinot-blanc', 'has_detailed_info': False, 'wines_count': 44322}]"
842,7653222,P. J. Valckenberg Silvaner Trocken 2013,Silvaner Trocken,3.8,49,2,12.15,3.638235,2.5,1.4380882,0.0,German Silvaner,"[{'id': 252, 'name': 'Silvaner', 'seo_name': 'silvaner', 'has_detailed_info': False, 'wines_count': 13779}]"
846,152897412,Schlossmühlenhof Sybillenstein Rivaner Trocken Alte Reben 2016,Sybillenstein Rivaner Trocken Alte Reben,3.4,50,2,12.19,2.3670213,2.5538297,1.5685107,0.0,German Müller Thurgau,"[{'id': 241, 'name': 'Müller-Thurgau', 'seo_name': 'muller-thurgau', 'has_detailed_info': False, 'wines_count': 15871}]"
852,156719000,Knewitz Chardonnay Réserve 2017,Chardonnay Réserve,3.9,48,2,43.21,3.4933074,3.4563782,1.5297638,0.0,German Chardonnay,"[{'id': 5, 'name': 'Chardonnay', 'seo_name': 'chardonnay', 'has_detailed_info': True, 'wines_count': 538420}]"
853,155461001,Leonard Kreusch Gewürztraminer 2016,Gewürztraminer,3.8,48,2,0.0,2.360052,3.8903124,2.928073,0.0,German Gewürztraminer,"[{'id': 7, 'name': 'Gewürztraminer', 'seo_name': 'gewurztraminer', 'has_detailed_info': True, 'wines_count': 53013}]"
858,7647233,Strub Sauvignon Blanc 2014,Sauvignon Blanc,2.9,47,2,14.73,4.4432306,2.0,1.2216153,0.0,German Sauvignon Blanc,"[{'id': 17, 'name': 'Sauvignon Blanc', 'seo_name': 'sauvignon-blanc', 'has_detailed_info': True, 'wines_count': 259404}]"
864,162416379,Manz Sauvignon Blanc Kalkstein Trocken 2019,Sauvignon Blanc Kalkstein Trocken,4.1,47,2,12.57,4.347054,2.0375,1.2798214,0.0,German Sauvignon Blanc,"[{'id': 17, 'name': 'Sauvignon Blanc', 'seo_name': 'sauvignon-blanc', 'has_detailed_info': True, 'wines_count': 259404}]"
865,21329972,P. J. Valckenberg Pinot Blanc 2014,Pinot Blanc,3.8,47,2,28.64,4.142,3.0,1.4624562,0.0,German Pinot Blanc,"[{'id': 36, 'name': 'Pinot Blanc', 'seo_name': 'pinot-blanc', 'has_detailed_info': False, 'wines_count': 44322}]"
870,161569522,Karl May Sauvignon Blanc 2019,Sauvignon Blanc,4.4,46,2,27.93,4.552903,2.1625805,1.2148386999999998,0.0,German Sauvignon Blanc,"[{'id': 17, 'name': 'Sauvignon Blanc', 'seo_name': 'sauvignon-blanc', 'has_detailed_info': True, 'wines_count': 259404}]"
904,2443072,Tahbilk Shiraz 2012,Shiraz,3.7,245,1,39.0,2.9789336,4.491037,2.1164098,3.0334926,Australian Shiraz,"[{'id': 1, 'name': 'Shiraz/Syrah', 'seo_name': 'shiraz-syrah', 'has_detailed_info': True, 'wines_count': 491307}]"
905,5823231,Tahbilk Cabernet Sauvignon 2012,Cabernet Sauvignon,3.6,237,1,39.0,3.3514826,3.9297824,1.7219453999999998,3.4112163,Australian Cabernet Sauvignon,"[{'id': 2, 'name': 'Cabernet Sauvignon', 'seo_name': 'cabernet-sauvignon', 'has_detailed_info': True, 'wines_count': 722220}]"
908,1795461,Tahbilk Eric Stevens Purbrick Shiraz 2002,Eric Stevens Purbrick Shiraz,4.0,96,1,69.0,2.98977,4.5275373,2.1094065,3.0913022,Australian Shiraz,"[{'id': 1, 'name': 'Shiraz/Syrah', 'seo_name': 'shiraz-syrah', 'has_detailed_info': True, 'wines_count': 491307}]"
909,149409944,Tahbilk Grenache - Shiraz - Mourvedre 2016,Grenache - Shiraz - Mourvedre,3.7,89,1,35.0,3.1045700000000003,4.731236,1.610905,3.0613468,Australian Rhône Blend Red,"[{'id': 1, 'name': 'Shiraz/Syrah', 'seo_name': 'shiraz-syrah', 'has_detailed_info': True, 'wines_count': 491307}, {'id': 8, 'name': 'Grenache', 'seo_name': 'grenache-noir', 'has_detailed_info': True, 'wines_count': 210013}, {'id': 22, 'name': 'Mourvedre', 'seo_name': 'mourvedre', 'has_detailed_info': True, 'wines_count': 89450}]"
911,155904058,Tahbilk Old Vines Cabernet - Shiraz 2016,Old Vines Cabernet - Shiraz,3.8,65,1,31.24,3.140158,4.813817,1.6286434,3.2886436000000003,Australian Cabernet - Shiraz,"[{'id': 1, 'name': 'Shiraz/Syrah', 'seo_name': 'shiraz-syrah', 'has_detailed_info': True, 'wines_count': 491307}, {'id': 2, 'name': 'Cabernet Sauvignon', 'seo_name': 'cabernet-sauvignon', 'has_detailed_info': True, 'wines_count': 722220}]"
912,2513039,Tahbilk Eric Stevens Purbrick Cabernet Sauvignon 2004,Eric Stevens Purbrick Cabernet Sauvignon,4.0,58,1,66.39,3.4806913999999995,4.072291000000001,1.8096684,3.760202,Australian Cabernet Sauvignon,"[{'id': 2, 'name': 'Cabernet Sauvignon', 'seo_name': 'cabernet-sauvignon', 'has_detailed_info': True, 'wines_count': 722220}]"
913,144668300,McPherson Little Rascal Shiraz 2016,Little Rascal Shiraz,3.9,47,1,43.38,3.068,4.96692,1.7578,2.91108,Australian Shiraz,"[{'id': 1, 'name': 'Shiraz/Syrah', 'seo_name': 'shiraz-syrah', 'has_detailed_info': True, 'wines_count': 491307}]"
914,3564968,Tahbilk 1949 Vines Cabernet Sauvignon 2009,1949 Vines Cabernet Sauvignon,3.8,46,1,23.6,3.2753847,4.0368204,1.362,3.634,Australian Cabernet Sauvignon,"[{'id': 2, 'name': 'Cabernet Sauvignon', 'seo_name': 'cabernet-sauvignon', 'has_detailed_info': True, 'wines_count': 722220}]"
916,3811946,Tahbilk Old Block Shiraz 2010,Old Block Shiraz,3.4,43,1,23.05,2.7843332000000003,4.9114285,1.5518094,3.06881,Australian Shiraz,"[{'id': 1, 'name': 'Shiraz/Syrah', 'seo_name': 'shiraz-syrah', 'has_detailed_info': True, 'wines_count': 491307}]"
918,158734540,MWC Cabernet Sauvignon 2018,Cabernet Sauvignon,3.7,36,1,21.27,3.615478,3.8858695,1.7185653000000003,3.4531302000000004,Australian Cabernet Sauvignon,"[{'id': 2, 'name': 'Cabernet Sauvignon', 'seo_name': 'cabernet-sauvignon', 'has_detailed_info': True, 'wines_count': 722220}]"
921,143808713,Wine X Sam - Sam Plunkett Stardust & Muscle Shiraz 2014,Stardust & Muscle Shiraz,4.0,29,1,31.39,3.2282426,4.7448487,2.0884242,3.2093942,Australian Shiraz,"[{'id': 1, 'name': 'Shiraz/Syrah', 'seo_name': 'shiraz-syrah', 'has_detailed_info': True, 'wines_count': 491307}]"
922,2269069,Tahbilk 1860 Vines Shiraz 2010,1860 Vines Shiraz,4.4,27,1,251.71,3.0822732000000004,4.5157123,1.9874324,3.2854183,Australian Shiraz,"[{'id': 1, 'name': 'Shiraz/Syrah', 'seo_name': 'shiraz-syrah', 'has_detailed_info': True, 'wines_count': 491307}]"
925,29474581,Tahbilk Shiraz - Cabernet 2014,Shiraz - Cabernet,3.4,25,1,33.32,3.078909,4.927151,1.8330909,3.3681211,Australian Cabernet - Shiraz,"[{'id': 1, 'name': 'Shiraz/Syrah', 'seo_name': 'shiraz-syrah', 'has_detailed_info': True, 'wines_count': 491307}, {'id': 2, 'name': 'Cabernet Sauvignon', 'seo_name': 'cabernet-sauvignon', 'has_detailed_info': True, 'wines_count': 722220}]"
940,1830567,Château d'Yquem Sauternes 1996,Sauternes,4.7,2621,7,600.0,4.374615,4.6891637,4.8762940000000015,0.0,Bordeaux Sauternes,"[{'id': 17, 'name': 'Sauvignon Blanc', 'seo_name': 'sauvignon-blanc', 'has_detailed_info': True, 'wines_count': 259404}, {'id': 18, 'name': 'Sémillon', 'seo_name': 'semillion', 'has_detailed_info': True, 'wines_count': 58961}, {'id': 89, 'name': 'Muscadelle', 'seo_name': 'muscadelle', 'has_detailed_info': False, 'wines_count': 9101}]"
941,1193903,Château Rieussec Sauternes (Premier Grand Cru Classé) 2005,Sauternes (Premier Grand Cru Classé),4.4,1490,7,82.0,4.355394,4.776421,4.8888135,0.0,Bordeaux Sauternes,"[{'id': 17, 'name': 'Sauvignon Blanc', 'seo_name': 'sauvignon-blanc', 'has_detailed_info': True, 'wines_count': 259404}, {'id': 18, 'name': 'Sémillon', 'seo_name': 'semillion', 'has_detailed_info': True, 'wines_count': 58961}, {'id': 89, 'name': 'Muscadelle', 'seo_name': 'muscadelle', 'has_detailed_info': False, 'wines_count': 9101}]"
942,1401015,Château Guiraud Sauternes (Premier Grand Cru Classé) 2009,Sauternes (Premier Grand Cru Classé),4.4,1264,7,158.0,4.3668765999999986,4.7595615,4.8928986,0.0,Bordeaux Sauternes,"[{'id': 17, 'name': 'Sauvignon Blanc', 'seo_name': 'sauvignon-blanc', 'has_detailed_info': True, 'wines_count': 259404}, {'id': 18, 'name': 'Sémillon', 'seo_name': 'semillion', 'has_detailed_info': True, 'wines_count': 58961}, {'id': 89, 'name': 'Muscadelle', 'seo_name': 'muscadelle', 'has_detailed_info': False, 'wines_count': 9101}]"
943,1552313,Château Suduiraut Sauternes (Premier Grand Cru Classé) 1999,Sauternes (Premier Grand Cru Classé),4.3,1029,7,91.36,4.359763,4.738716,4.8934174000000015,0.0,Bordeaux Sauternes,"[{'id': 17, 'name': 'Sauvignon Blanc', 'seo_name': 'sauvignon-blanc', 'has_detailed_info': True, 'wines_count': 259404}, {'id': 18, 'name': 'Sémillon', 'seo_name': 'semillion', 'has_detailed_info': True, 'wines_count': 58961}, {'id': 89, 'name': 'Muscadelle', 'seo_name': 'muscadelle', 'has_detailed_info': False, 'wines_count': 9101}]"
944,1308952,Calvet Réserve du Ciron Sauternes 2010,Réserve du Ciron Sauternes,3.9,973,7,31.37,4.3259845,4.8341303,4.948336,0.0,Bordeaux Sauternes,"[{'id': 17, 'name': 'Sauvignon Blanc', 'seo_name': 'sauvignon-blanc', 'has_detailed_info': True, 'wines_count': 259404}, {'id': 18, 'name': 'Sémillon', 'seo_name': 'semillion', 'has_detailed_info': True, 'wines_count': 58961}, {'id': 89, 'name': 'Muscadelle', 'seo_name': 'muscadelle', 'has_detailed_info': False, 'wines_count': 9101}]"
945,1282255,Château Suduiraut Castelnau de Suduiraut Sauternes 2009,Castelnau de Suduiraut Sauternes,3.9,842,7,40.0,4.3605366,4.7721376,4.906842,0.0,Bordeaux Sauternes,"[{'id': 17, 'name': 'Sauvignon Blanc', 'seo_name': 'sauvignon-blanc', 'has_detailed_info': True, 'wines_count': 259404}, {'id': 18, 'name': 'Sémillon', 'seo_name': 'semillion', 'has_detailed_info': True, 'wines_count': 58961}, {'id': 89, 'name': 'Muscadelle', 'seo_name': 'muscadelle', 'has_detailed_info': False, 'wines_count': 9101}]"
946,2515612,Château Guiraud Petit Guiraud Sauternes 2013,Petit Guiraud Sauternes,3.8,831,7,29.56,4.389989,4.7756844,4.928593599999999,0.0,Bordeaux Sauternes,"[{'id': 17, 'name': 'Sauvignon Blanc', 'seo_name': 'sauvignon-blanc', 'has_detailed_info': True, 'wines_count': 259404}, {'id': 18, 'name': 'Sémillon', 'seo_name': 'semillion', 'has_detailed_info': True, 'wines_count': 58961}, {'id': 89, 'name': 'Muscadelle', 'seo_name': 'muscadelle', 'has_detailed_info': False, 'wines_count': 9101}]"
947,5555467,Mouton Cadet Réserve Sauternes 2014,Réserve Sauternes,4.0,792,7,116.93,4.313722599999998,4.76159,4.890445,0.0,Bordeaux Sauternes,"[{'id': 17, 'name': 'Sauvignon Blanc', 'seo_name': 'sauvignon-blanc', 'has_detailed_info': True, 'wines_count': 259404}, {'id': 18, 'name': 'Sémillon', 'seo_name': 'semillion', 'has_detailed_info': True, 'wines_count': 58961}, {'id': 89, 'name': 'Muscadelle', 'seo_name': 'muscadelle', 'has_detailed_info': False, 'wines_count': 9101}]"
948,2665176,Château de Myrat Sauternes (Grand Cru Classé) 2010,Sauternes (Grand Cru Classé),4.2,688,7,64.17,4.402511,4.833922,4.9141035,0.0,Bordeaux Sauternes,"[{'id': 17, 'name': 'Sauvignon Blanc', 'seo_name': 'sauvignon-blanc', 'has_detailed_info': True, 'wines_count': 259404}, {'id': 18, 'name': 'Sémillon', 'seo_name': 'semillion', 'has_detailed_info': True, 'wines_count': 58961}, {'id': 89, 'name': 'Muscadelle', 'seo_name': 'muscadelle', 'has_detailed_info': False, 'wines_count': 9101}]"
949,6892789,La Cave d'Augustin Florent Sauternes 2012,Sauternes,3.7,683,7,17.4,4.2838926,4.8165193,4.9090867,0.0,Bordeaux Sauternes,"[{'id': 17, 'name': 'Sauvignon Blanc', 'seo_name': 'sauvignon-blanc', 'has_detailed_info': True, 'wines_count': 259404}, {'id': 18, 'name': 'Sémillon', 'seo_name': 'semillion', 'has_detailed_info': True, 'wines_count': 58961}, {'id': 89, 'name': 'Muscadelle', 'seo_name': 'muscadelle', 'has_detailed_info': False, 'wines_count': 9101}]"
950,1750503,Château Filhot Sauternes (Grand Cru Classé) 2009,Sauternes (Grand Cru Classé),4.2,654,7,72.99,4.3650565000000014,4.8138776,4.920631,0.0,Bordeaux Sauternes,"[{'id': 17, 'name': 'Sauvignon Blanc', 'seo_name': 'sauvignon-blanc', 'has_detailed_info': True, 'wines_count': 259404}, {'id': 18, 'name': 'Sémillon', 'seo_name': 'semillion', 'has_detailed_info': True, 'wines_count': 58961}, {'id': 89, 'name': 'Muscadelle', 'seo_name': 'muscadelle', 'has_detailed_info': False, 'wines_count': 9101}]"
951,17186947,Château Rieussec Carmes de Rieussec Sauternes 2015,Carmes de Rieussec Sauternes,3.9,654,7,78.0,4.3413367,4.838673,4.92011,0.0,Bordeaux Sauternes,"[{'id': 17, 'name': 'Sauvignon Blanc', 'seo_name': 'sauvignon-blanc', 'has_detailed_info': True, 'wines_count': 259404}, {'id': 18, 'name': 'Sémillon', 'seo_name': 'semillion', 'has_detailed_info': True, 'wines_count': 58961}, {'id': 89, 'name': 'Muscadelle', 'seo_name': 'muscadelle', 'has_detailed_info': False, 'wines_count': 9101}]"
952,1459107,Château La Tour Blanche Sauternes (Premier Grand Cru Classé) 2009,Sauternes (Premier Grand Cru Classé),4.2,637,7,83.11,4.320837,4.712521,4.9068108,0.0,Bordeaux Sauternes,"[{'id': 17, 'name': 'Sauvignon Blanc', 'seo_name': 'sauvignon-blanc', 'has_detailed_info': True, 'wines_count': 259404}, {'id': 18, 'name': 'Sémillon', 'seo_name': 'semillion', 'has_detailed_info': True, 'wines_count': 58961}, {'id': 89, 'name': 'Muscadelle', 'seo_name': 'muscadelle', 'has_detailed_info': False, 'wines_count': 9101}]"
953,3295781,Château Doisy-Vedrines Sauternes (Grand Cru Classé) 2011,Sauternes (Grand Cru Classé),4.2,521,7,65.33,4.379192400000001,4.7654305,4.8807797,0.0,Bordeaux Sauternes,"[{'id': 17, 'name': 'Sauvignon Blanc', 'seo_name': 'sauvignon-blanc', 'has_detailed_info': True, 'wines_count': 259404}, {'id': 18, 'name': 'Sémillon', 'seo_name': 'semillion', 'has_detailed_info': True, 'wines_count': 58961}, {'id': 89, 'name': 'Muscadelle', 'seo_name': 'muscadelle', 'has_detailed_info': False, 'wines_count': 9101}]"
954,9853612,Château Coutet Sauternes Barsac (Premier Grand Cru Classé) 2005,Sauternes Barsac (Premier Grand Cru Classé),4.2,508,7,103.58,4.357052,4.743909,4.8814707,0.0,Bordeaux Sauternes,"[{'id': 17, 'name': 'Sauvignon Blanc', 'seo_name': 'sauvignon-blanc', 'has_detailed_info': True, 'wines_count': 259404}, {'id': 18, 'name': 'Sémillon', 'seo_name': 'semillion', 'has_detailed_info': True, 'wines_count': 58961}, {'id': 89, 'name': 'Muscadelle', 'seo_name': 'muscadelle', 'has_detailed_info': False, 'wines_count': 9101}]"
1162,17208918,Roeno Enantio 2012,Enantio,4.1,310,1,33.36,2.641204,3.8988147,2.0848167,2.8506117000000004,Northern Italy Red,"[{'id': 12, 'name': 'Nebbiolo', 'seo_name': 'nebbiolo', 'has_detailed_info': True, 'wines_count': 50705}, {'id': 31, 'name': 'Barbera', 'seo_name': 'barbera', 'has_detailed_info': True, 'wines_count': 45387}, {'id': 37, 'name': 'Dolcetto', 'seo_name': 'dolcetto', 'has_detailed_info': False, 'wines_count': 10489}]"
1163,5935530,Roberta Fugatti Enantio 2013,Enantio,3.8,140,1,13.4,2.0635803,3.917531,1.6664813000000005,2.4290123,Northern Italy Red,"[{'id': 12, 'name': 'Nebbiolo', 'seo_name': 'nebbiolo', 'has_detailed_info': True, 'wines_count': 50705}, {'id': 31, 'name': 'Barbera', 'seo_name': 'barbera', 'has_detailed_info': True, 'wines_count': 45387}, {'id': 37, 'name': 'Dolcetto', 'seo_name': 'dolcetto', 'has_detailed_info': False, 'wines_count': 10489}]"
1167,38563454,Albino Armani Casetta Valdadige Terradeiforti Foja Tonda 2015,Casetta Valdadige Terradeiforti Foja Tonda,3.9,104,1,29.79,2.666663,3.862271,1.9765931,2.9385514,Northern Italy Red,"[{'id': 12, 'name': 'Nebbiolo', 'seo_name': 'nebbiolo', 'has_detailed_info': True, 'wines_count': 50705}, {'id': 31, 'name': 'Barbera', 'seo_name': 'barbera', 'has_detailed_info': True, 'wines_count': 45387}, {'id': 37, 'name': 'Dolcetto', 'seo_name': 'dolcetto', 'has_detailed_info': False, 'wines_count': 10489}]"
1171,3362849,Cantina Terre Fredde Valdadige Rosso 2013,Valdadige Rosso,2.8,73,1,4.73,2.2511802000000003,3.672795,1.8224224,2.8908076,Northern Italy Red,"[{'id': 12, 'name': 'Nebbiolo', 'seo_name': 'nebbiolo', 'has_detailed_info': True, 'wines_count': 50705}, {'id': 31, 'name': 'Barbera', 'seo_name': 'barbera', 'has_detailed_info': True, 'wines_count': 45387}, {'id': 37, 'name': 'Dolcetto', 'seo_name': 'dolcetto', 'has_detailed_info': False, 'wines_count': 10489}]"
1172,10113841,Avio Enantio Riserva 2011,Enantio Riserva,3.6,69,1,7.44,2.9983492000000003,3.7191112,1.8489206,3.494127,Northern Italy Red,"[{'id': 12, 'name': 'Nebbiolo', 'seo_name': 'nebbiolo', 'has_detailed_info': True, 'wines_count': 50705}, {'id': 31, 'name': 'Barbera', 'seo_name': 'barbera', 'has_detailed_info': True, 'wines_count': 45387}, {'id': 37, 'name': 'Dolcetto', 'seo_name': 'dolcetto', 'has_detailed_info': False, 'wines_count': 10489}]"
1178,4281514,Roeno Enantio Riserva 2009,Enantio Riserva,4.1,57,1,70.0,2.4709468,4.027633,2.0998225,3.0956216,Northern Italy Red,"[{'id': 12, 'name': 'Nebbiolo', 'seo_name': 'nebbiolo', 'has_detailed_info': True, 'wines_count': 50705}, {'id': 31, 'name': 'Barbera', 'seo_name': 'barbera', 'has_detailed_info': True, 'wines_count': 45387}, {'id': 37, 'name': 'Dolcetto', 'seo_name': 'dolcetto', 'has_detailed_info': False, 'wines_count': 10489}]"
1187,80180350,Albino Armani Nera Dei Baisi Rosso 2014,Nera Dei Baisi Rosso,3.9,27,1,0.0,2.6811562,3.5945663,2.0372255,2.7718496,Northern Italy Red,"[{'id': 12, 'name': 'Nebbiolo', 'seo_name': 'nebbiolo', 'has_detailed_info': True, 'wines_count': 50705}, {'id': 31, 'name': 'Barbera', 'seo_name': 'barbera', 'has_detailed_info': True, 'wines_count': 45387}, {'id': 37, 'name': 'Dolcetto', 'seo_name': 'dolcetto', 'has_detailed_info': False, 'wines_count': 10489}]"
1192,144158529,Les Héritiers Saint-Genys Mercurey 1er Cru 'Clos Marcilly' Rouge 2014,Mercurey 1er Cru 'Clos Marcilly' Rouge,4.2,100,1,35.92,3.8156896,1.9103878,1.4847414,2.0068536,Burgundy Côte Chalonnaise Red,"[{'id': 14, 'name': 'Pinot Noir', 'seo_name': 'pinot-noir', 'has_detailed_info': True, 'wines_count': 510456}]"
1279,160722204,Thymiopoulos Naoussa Alta 2017,Naoussa Alta,4.1,1696,1,33.16,3.9108436,2.7830703,2.0338593,3.6584563,Naoussa Red,"[{'id': 255, 'name': 'Xinomavro', 'seo_name': 'xinomavro', 'has_detailed_info': False, 'wines_count': 2496}]"
1280,160953136,Thymiopoulos Naoussa Jeunes Vignes de Xinomavro 2018,Naoussa Jeunes Vignes de Xinomavro,4.0,1517,1,25.74,3.9512331,3.0009224,1.8473724,3.7354453,Naoussa Red,"[{'id': 255, 'name': 'Xinomavro', 'seo_name': 'xinomavro', 'has_detailed_info': False, 'wines_count': 2496}]"
1286,37012971,Kir Yianni Single Vineyard Xinomavro Ramnista 2015,Single Vineyard Xinomavro Ramnista,3.6,796,1,32.5,3.9508233,3.2432406000000005,1.7546928,3.9165410000000014,Naoussa Red,"[{'id': 255, 'name': 'Xinomavro', 'seo_name': 'xinomavro', 'has_detailed_info': False, 'wines_count': 2496}]"
1288,161515231,Thymiopoulos Young Vines Xinomavro 2018,Young Vines Xinomavro,3.9,778,1,24.17,3.9819393,2.9857576,1.9603133,3.802474,Naoussa Red,"[{'id': 255, 'name': 'Xinomavro', 'seo_name': 'xinomavro', 'has_detailed_info': False, 'wines_count': 2496}]"
1290,142498352,Boutari Naoussa Boutari 2016,Naoussa Boutari,3.3,757,1,16.57,3.9237158,3.053358,1.7057081000000005,3.86924,Naoussa Red,"[{'id': 255, 'name': 'Xinomavro', 'seo_name': 'xinomavro', 'has_detailed_info': False, 'wines_count': 2496}]"
1292,2516361,Boutari Naoussa Boutari Grande Reserve 2010,Naoussa Boutari Grande Reserve,3.6,709,1,24.57,3.9428246,3.1134465,1.7235423,3.820816,Naoussa Red,"[{'id': 255, 'name': 'Xinomavro', 'seo_name': 'xinomavro', 'has_detailed_info': False, 'wines_count': 2496}]"
1293,62998059,Alpha Estate (Κτήμα Αλφα) Estate Red (S.M.X) 2015,Estate Red (S.M.X),4.0,705,1,60.11,3.9746878,2.6561654,1.5514783,4.5392914000000015,Amyndeon Red,"[{'id': 255, 'name': 'Xinomavro', 'seo_name': 'xinomavro', 'has_detailed_info': False, 'wines_count': 2496}]"
1297,4196864,Boutari 1879 Boutari Legacy 2007,1879 Boutari Legacy,4.2,581,1,50.62,3.8144073,3.2354045,2.009532,3.6466687000000007,Naoussa Red,"[{'id': 255, 'name': 'Xinomavro', 'seo_name': 'xinomavro', 'has_detailed_info': False, 'wines_count': 2496}]"
