rating,price,acidity,intensity,fizziness,sweetness,tannin,style_varietal_name,type_name,type_id,keep
4.0,141.67,3.2839072,3.840465,,1.5939535,,Côte de Beaune White,White,2,True
3.8,47.82,3.9779167,2.3454167999999997,,1.3639583999999998,2.2485416000000003,Côte de Beaune Red,Red,1,True
4.1,61.52,3.2744827,2.5,,1.5795403000000001,1.9297701,Côte de Beaune Red,Red,1,True
4.0,65.99,3.3069134,3.813129,,1.4623044,,Côte de Beaune White,White,2,True
4.0,273.45,3.4031606,3.6959434,,1.4458492,,Côte de Beaune White,White,2,True
3.8,37.27,3.6892351999999997,2.4905882000000004,,1.3370587999999999,2.2624116,Côte de Beaune Red,Red,1,True
4.1,40.41,3.0837839,4.0681080000000005,,1.2359459,,Côte de Beaune White,White,2,True
4.2,47.75,3.6726389999999998,2.5295834999999998,,1.2686574,2.5364816,Côte de Beaune Red,Red,1,True
4.5,53.75,3.0007342999999995,3.8273427000000004,,1.4772726999999999,,Côte de Beaune White,White,2,True
4.1,82.08,4.0653334,2.2958333,,1.1639999,2.4123333,Côte de Beaune Red,Red,1,True
3.9,,3.8427198,2.729916,,1.452594,2.2987029999999997,Côte de Beaune Red,Red,1,True
3.8,93.12,3.7927546999999997,2.76991,,1.5636827,2.3512576000000003,Côte de Beaune Red,Red,1,True
4.0,52.89,3.997286,2.4558704,,1.1459882,2.4219467999999997,Côte de Beaune Red,Red,1,True
4.0,87.14,3.5947235,2.7570102000000003,,1.5240704,2.141382,Côte de Beaune Red,Red,1,True
4.2,89.8,4.1019235,2.389011,,1.0993406000000001,2.0802746,Côte de Beaune Red,Red,1,True
4.0,62.67,4.1255407,2.3648648,,1.0,2.0101351999999997,Côte de Beaune Red,Red,1,True
4.2,176.44,3.7889214,2.8375337000000003,,1.5780925,2.4267437000000003,Côte de Beaune Red,Red,1,True
4.0,,3.9563062000000007,2.5058979999999997,,1.3149591999999999,2.1037145,Côte de Beaune Red,Red,1,True
3.9,86.45,3.9943062999999994,2.5205740000000003,,1.2799044,2.655024,Côte de Beaune Red,Red,1,True
4.4,27.96,3.8990110000000002,2.4732969,,1.0943955,1.8591208,Côte de Beaune Red,Red,1,True
4.0,59.86,3.3019998,3.7892175000000003,,1.2756522,,Côte de Beaune White,White,2,True
3.8,51.48,4.058029,2.9135962,,1.8825616000000005,2.164335,Côte de Beaune Red,Red,1,True
4.1,73.9,3.799835,2.4946282,,1.3442148999999999,2.4157022999999995,Côte de Beaune Red,Red,1,True
4.2,54.7,3.659013,2.2995396,,1.3607893999999998,1.8758553,Côte de Beaune Red,Red,1,True
4.2,170.84,4.0202346,2.3283567,,1.0938967,1.9774648000000001,Côte de Beaune Red,Red,1,True
4.2,49.74,3.5193012,2.5598924,,1.5409677,2.4873657000000002,Côte de Beaune Red,Red,1,True
4.1,47.02,4.082908,2.4388652000000004,,1.0421277,2.3125532000000004,Côte de Beaune Red,Red,1,True
3.8,51.86,3.7949263999999996,2.6978676,,1.2939706,1.9843381999999998,Côte de Beaune Red,Red,1,True
4.0,82.33,3.713422,2.8036882999999997,,1.3053994,2.4596577,Côte de Beaune Red,Red,1,True
3.7,42.08,3.05,3.925,,1.8,,Côte de Beaune White,White,2,True
4.3,89.12,3.9295592000000004,2.6922057,,1.621397,2.1180146,Côte de Beaune Red,Red,1,True
3.7,48.86,3.6134614999999997,2.4967308,,1.6742307,2.2030303,Côte de Beaune Red,Red,1,True
3.9,39.91,3.8765733,2.6278957999999997,,1.3206815,2.2133868,Côte de Beaune Red,Red,1,True
3.9,51.47,3.8866665,2.701111,,1.3805848,2.4263742,Côte de Beaune Red,Red,1,True
4.1,50.94,3.8262687000000004,2.3947263,,1.1124877,2.0090049999999997,Côte de Beaune Red,Red,1,True
3.8,53.21,4.096872,2.325436,,1.4650254999999999,2.0244617,Côte de Beaune Red,Red,1,True
4.0,50.45,4.069031,2.4013655,,1.2387224,2.1231717999999997,Côte de Beaune Red,Red,1,True
3.5,32.04,3.3164949999999997,3.6329896,,1.0,,Côte de Beaune White,White,2,True
3.7,97.5,3.1515236,3.9107146,,1.6731189999999998,,Côte de Beaune White,White,2,True
3.6,243.65,3.9648887999999998,2.5742220000000002,,1.2085556,1.9928888999999999,Côte de Beaune Red,Red,1,True
3.8,58.39,3.4761431000000003,2.4773571,,1.3497857,2.1680002,Côte de Beaune Red,Red,1,True
3.7,,3.927353,2.5343137000000002,,1.0993137,2.015294,Côte de Beaune Red,Red,1,True
3.9,92.0,3.7294898,3.032653,,1.187755,3.017449,Côte de Beaune Red,Red,1,True
4.3,,,,,,,Côte de Beaune Red,Red,1,True
4.1,64.42,3.6395042,2.9166942000000002,,1.2816528999999999,2.3246279999999997,Côte de Beaune Red,Red,1,True
3.9,39.91,3.8277921999999998,2.6324674999999997,,1.3329870000000001,2.6193507,Côte de Beaune Red,Red,1,True
4.1,79.0,3.7210002,2.6281664,,1.8565833999999999,2.0202081,Côte de Beaune Red,Red,1,True
4.2,53.21,3.3916459999999997,3.6175308,,1.3051852,,Côte de Beaune White,White,2,True
3.9,105.0,3.9783782999999997,2.4456757999999996,,1.1923648999999998,2.1625676,Côte de Beaune Red,Red,1,True
4.1,88.47,3.7226732000000013,2.4860724999999997,,1.579142,2.2929703999999997,Côte de Beaune Red,Red,1,True
4.1,158.31,3.343892,3.8380966,,1.8446305,,Côte de Beaune White,White,2,True
4.2,138.49,3.962857,2.5799634,,1.4075458,2.1924542999999996,Côte de Beaune Red,Red,1,True
4.3,,3.5525462999999995,3.2218633,,1.0391304,,Côte de Beaune White,White,2,True
4.4,83.14,3.9888976,2.912874,,1.7024015,2.4825985,Côte de Beaune Red,Red,1,True
3.6,39.06,4.0,2.5,,1.0,2.0,Côte de Beaune Red,Red,1,True
4.3,106.42,3.2236773999999997,3.7362580000000003,,1.3203871,,Côte de Beaune White,White,2,True
3.9,70.64,3.7906480000000013,2.7365742,,1.25625,2.1382406,Côte de Beaune Red,Red,1,True
4.1,109.8,3.8382525000000003,2.6682527,,1.7149894,2.387705,Côte de Beaune Red,Red,1,True
4.1,,3.8931735,2.4791615,,1.5455089,2.0625150000000003,Côte de Beaune Red,Red,1,True
3.9,,3.9031634,2.4546938,,1.9788773999999998,2.0878572,Côte de Beaune Red,Red,1,True
3.8,64.26,2.8095083,3.5293443,,1.0,,Côte de Beaune White,White,2,True
3.9,36.0,4.0,2.5,,1.2,2.0,Côte de Beaune Red,Red,1,True
4.1,146.33,3.7119352999999995,2.552258,,1.3321290000000001,2.4342580000000003,Côte de Beaune Red,Red,1,True
4.5,,3.5068116000000003,2.8208694,,1.8791305,2.5526087000000004,Côte de Beaune Red,Red,1,True
3.9,58.06,3.7896667,2.5731666,,1.3330000000000002,2.1103334,Côte de Beaune Red,Red,1,True
4.2,,3.8456292000000003,2.836755,,1.460265,1.9079468000000002,Côte de Beaune Red,Red,1,True
3.7,43.17,,,,,,Côte de Beaune Red,Red,1,True
4.3,111.5,3.844898,2.6616325,,1.2403264999999999,2.3469387999999998,Côte de Beaune Red,Red,1,True
3.3,17.84,4.2988057,2.5713432000000003,,1.415821,,Chenin Blanc,White,2,True
4.3,26.19,3.1656795,4.3163395,,1.8881178,2.9213259999999996,Syrah,Red,1,True
4.0,15.38,2.5308433,3.9710987,,2.1189183999999996,2.0918994,Malbec,Red,1,True
3.9,15.25,3.3040226,4.3509517,,1.5729568,2.7999492000000004,Syrah,Red,1,True
3.8,19.95,4.0267553,4.428543,,1.1779469999999999,4.1278806,Cabernet Sauvignon,Red,1,True
3.9,24.6,3.9148275999999997,4.528391,,1.6101152,4.307586,Cabernet Sauvignon,Red,1,True
3.5,25.57,3.9352178999999996,4.423946400000001,,2.0768564,3.821371,Cabernet Sauvignon,Red,1,True
3.5,8.92,3.860332,2.4955877999999996,,1.6820884999999999,,Chenin Blanc,White,2,True
3.8,20.88,2.5882175,3.9615072999999996,,1.8949278999999999,2.2482307,Malbec,Red,1,True
3.8,18.42,3.789912,4.4528120000000015,,1.4753428,3.840299,Cabernet Sauvignon,Red,1,True
3.6,10.34,3.9657145,4.444834999999999,,1.6184615,3.7647257000000014,Cabernet Sauvignon,Red,1,True
3.9,10.44,3.3810675000000003,4.3308279999999995,,1.5764325000000001,3.1098595,Syrah,Red,1,True
3.5,22.67,,,,,,Chenin Blanc,White,2,True
4.1,28.09,3.790207,4.274650599999998,,1.5650258,3.8010495000000004,Cabernet Sauvignon,Red,1,True
3.2,15.88,4.4334593,2.7564325000000003,,1.3190811000000002,,Chenin Blanc,White,2,True
3.9,21.88,4.4161205,2.5998275,,1.7504886000000002,,Chenin Blanc,White,2,True
3.7,15.07,4.507186,2.586759,,1.3604052,,Chenin Blanc,White,2,True
3.5,17.28,3.9712503,4.530714499999998,,1.1464285,3.8077233,Cabernet Sauvignon,Red,1,True
3.7,8.37,3.1213387999999997,3.8735611000000003,,1.7376922,3.5022792999999997,Cabernet Sauvignon,Red,1,True
3.4,6.15,2.8035092,3.3911239999999996,,2.3043807000000003,2.6080502999999995,Merlot,Red,1,True
3.8,15.48,3.5211818,4.0726957000000015,,1.805923,,Chardonnay,White,2,True
4.1,35.14,4.1569552000000005,2.7822327999999996,,1.6951543999999998,,Chenin Blanc,White,2,True
3.4,17.73,4.529205,2.5260794,,1.8202271,,Chenin Blanc,White,2,True
3.8,28.81,4.2768517,2.7287724,,1.4930691999999999,,Chenin Blanc,White,2,True
3.4,7.27,3.4258356,4.255637,,1.8941358,3.2518415000000003,Syrah,Red,1,True
3.4,14.62,3.509363200000001,4.024331,,1.4838854,3.5237580000000004,Syrah,Red,1,True
3.5,14.47,3.5079309999999997,4.395862,,1.7578448,3.4046555,Syrah,Red,1,True
3.8,14.53,4.448242,2.4710019,,1.3634405,,Chenin Blanc,White,2,True
4.1,8.94,3.39497,4.2476864,,1.4388732,3.2576258,Syrah,Red,1,True
3.8,24.7,3.5337443,4.417797599999999,,1.2133038999999999,2.8451982000000005,Syrah,Red,1,True
3.2,12.3,2.6132743,3.7907963,,2.3098229999999997,1.9213275,Malbec,Red,1,True
3.9,,4.0829167,3.309375,,2.0665831999999997,,Chenin Blanc,White,2,True
3.9,15.59,2.7796574,3.9758568,,1.6990031000000003,2.7884113999999998,Merlot,Red,1,True
3.9,16.2,2.46125,3.9829328,,1.6712981,2.1555287999999995,Malbec,Red,1,True
3.6,11.28,4.125499,2.5630655,,1.9274696,,Chenin Blanc,White,2,True
4.1,19.89,3.6428193999999996,4.2845745000000015,,1.794468,3.1595212999999998,Syrah,Red,1,True
3.6,10.69,3.5463278,4.5178533,,1.3296045,2.8864973,Syrah,Red,1,True
4.1,37.96,3.4194872000000003,4.5452566,,1.2480768999999998,3.5809615,Cabernet Sauvignon,Red,1,True
3.6,29.85,3.5004823,4.3492985,,1.6633772,3.1792542999999998,Syrah,Red,1,True
3.7,33.3,3.061842,3.9443424,,1.7288158,2.5128946,Merlot,Red,1,True
3.8,8.96,2.8966303,3.745942,,2.3715580000000003,2.6031883,Merlot,Red,1,True
3.5,32.05,3.640215,4.4226165,,1.6206094,3.788387,Cabernet Sauvignon,Red,1,True
3.5,13.29,3.0493615000000003,3.9707980000000003,,2.5006382,2.7742023,Merlot,Red,1,True
4.1,41.47,3.928405,4.4889493,,1.6738521,4.002801399999999,Cabernet Sauvignon,Red,1,True
4.2,18.49,3.4130117999999996,4.423712999999999,,1.3619883,2.8844736,Syrah,Red,1,True
3.3,15.96,3.7221427000000014,3.7399204,,2.013492,4.0403967000000005,Cabernet Sauvignon,Red,1,True
4.1,17.16,4.0043334999999995,4.572222,,1.0649998999999999,4.0783334,Cabernet Sauvignon,Red,1,True
3.8,,4.4109597,2.5950959,,1.8782023,,Chenin Blanc,White,2,True
3.5,6.38,3.697125,4.047969,,1.4268125,3.8945312000000007,Cabernet Sauvignon,Red,1,True
4.3,,4.144099,3.0754504000000003,,1.661982,,Chenin Blanc,White,2,True
3.8,12.29,3.2202382000000003,4.344762,,1.64,3.4080474,Syrah,Red,1,True
4.0,15.35,3.6048076,3.5826924,,1.681,,Chardonnay,White,2,True
4.0,13.23,3.2968297,4.3112984,,1.9057446,3.3003402000000004,Syrah,Red,1,True
2.9,,4.562446,2.5551798,,1.0817267,,Chenin Blanc,White,2,True
